8/17/2017,Paradox Engine,Aether Revolt,AER,6.34,1.18,14.57,7.74
8/18/2017,Paradox Engine,Aether Revolt,AER,6.27,1.22,14.41,7.74
8/19/2017,Paradox Engine,Aether Revolt,AER,6.27,1.29,14.2,7.74
8/20/2017,Paradox Engine,Aether Revolt,AER,6.28,1.38,14.41,7.74
8/21/2017,Paradox Engine,Aether Revolt,AER,6.28,1.38,14.41,7.74
8/22/2017,Paradox Engine,Aether Revolt,AER,6.28,1.39,14.57,6.65
8/23/2017,Paradox Engine,Aether Revolt,AER,6.29,1.4,14.42,6.65
8/24/2017,Paradox Engine,Aether Revolt,AER,6.26,1.49,14.42,6.65
8/25/2017,Paradox Engine,Aether Revolt,AER,6.25,1.5,14.41,6.65
8/26/2017,Paradox Engine,Aether Revolt,AER,6.25,1.5,14.32,6.65
8/27/2017,Paradox Engine,Aether Revolt,AER,6.27,1.51,14.28,6.65
8/28/2017,Paradox Engine,Aether Revolt,AER,6.36,1.51,14.11,6.65
8/29/2017,Paradox Engine,Aether Revolt,AER,6.27,1.53,13.98,6.65
8/30/2017,Paradox Engine,Aether Revolt,AER,6.22,1.54,14.11,6.65
8/31/2017,Paradox Engine,Aether Revolt,AER,6.26,1.64,13.98,6.65
9/1/2017,Paradox Engine,Aether Revolt,AER,6.31,1.71,14.32,6.65
9/2/2017,Paradox Engine,Aether Revolt,AER,6.26,1.76,14.42,6.65
9/3/2017,Paradox Engine,Aether Revolt,AER,6.33,1.77,14.52,6.25
9/4/2017,Paradox Engine,Aether Revolt,AER,6.34,1.77,14.32,6.25
9/5/2017,Paradox Engine,Aether Revolt,AER,6.5,1.76,14.23,6.25
9/6/2017,Paradox Engine,Aether Revolt,AER,6.47,1.7,14.2,6.25
9/7/2017,Paradox Engine,Aether Revolt,AER,6.48,1.69,14.04,6.25
9/8/2017,Paradox Engine,Aether Revolt,AER,6.49,1.69,14.2,6.25
9/9/2017,Paradox Engine,Aether Revolt,AER,6.53,1.68,14.22,6.25
9/10/2017,Paradox Engine,Aether Revolt,AER,6.59,1.73,14.28,6.25
9/11/2017,Paradox Engine,Aether Revolt,AER,6.61,2.2,14.23,6.25
9/12/2017,Paradox Engine,Aether Revolt,AER,6.64,1.93,14.62,6.25
9/13/2017,Paradox Engine,Aether Revolt,AER,6.65,1.99,14.42,6.25
9/14/2017,Paradox Engine,Aether Revolt,AER,6.64,2.09,14.37,6.66
9/15/2017,Paradox Engine,Aether Revolt,AER,6.69,2.06,14.79,6.66
9/16/2017,Paradox Engine,Aether Revolt,AER,6.75,2.08,14.79,6.66
9/17/2017,Paradox Engine,Aether Revolt,AER,6.75,2.04,14.79,6.66
9/18/2017,Paradox Engine,Aether Revolt,AER,6.77,2.04,14.79,6.66
9/19/2017,Paradox Engine,Aether Revolt,AER,6.81,2.01,14.52,6.66
9/20/2017,Paradox Engine,Aether Revolt,AER,6.81,1.99,14.62,6.66
9/21/2017,Paradox Engine,Aether Revolt,AER,6.83,1.99,14.52,6.66
9/22/2017,Paradox Engine,Aether Revolt,AER,6.9,1.99,14.33,6.66
9/23/2017,Paradox Engine,Aether Revolt,AER,6.96,1.99,14.52,6.66
9/24/2017,Paradox Engine,Aether Revolt,AER,6.96,1.98,14.42,6.66
9/25/2017,Paradox Engine,Aether Revolt,AER,6.81,1.89,14.62,6.66
9/26/2017,Paradox Engine,Aether Revolt,AER,6.85,1.87,14.35,6.66
9/27/2017,Paradox Engine,Aether Revolt,AER,6.85,1.72,14.42,6.66
9/28/2017,Paradox Engine,Aether Revolt,AER,6.83,1.57,14.42,6.66
9/29/2017,Paradox Engine,Aether Revolt,AER,6.84,1.59,14.78,6.66
9/30/2017,Paradox Engine,Aether Revolt,AER,6.92,1.47,14.52,6.66
10/1/2017,Paradox Engine,Aether Revolt,AER,6.92,1.39,14.78,6.66
10/2/2017,Paradox Engine,Aether Revolt,AER,7,1.18,14.95,6.66
10/3/2017,Paradox Engine,Aether Revolt,AER,7,0.99,14.87,6.66
10/4/2017,Paradox Engine,Aether Revolt,AER,6.97,1.01,14.95,6.66
10/5/2017,Paradox Engine,Aether Revolt,AER,6.99,1.05,14.79,6.66
10/6/2017,Paradox Engine,Aether Revolt,AER,6.99,1.03,14.99,6.66
10/7/2017,Paradox Engine,Aether Revolt,AER,6.97,1.13,14.99,6.66
10/8/2017,Paradox Engine,Aether Revolt,AER,7,1.14,14.99,6.66
10/9/2017,Paradox Engine,Aether Revolt,AER,7.02,1.14,14.99,6.66
10/10/2017,Paradox Engine,Aether Revolt,AER,7,1.17,14.99,6.66
10/11/2017,Paradox Engine,Aether Revolt,AER,7.13,1.18,14.99,6.66
10/12/2017,Paradox Engine,Aether Revolt,AER,7.02,1.2,16,6.66
10/13/2017,Paradox Engine,Aether Revolt,AER,7.12,1.18,16.01,6.66
10/14/2017,Paradox Engine,Aether Revolt,AER,7.15,1.18,16.01,6.66
10/15/2017,Paradox Engine,Aether Revolt,AER,7.04,1.17,16.01,6.66
10/16/2017,Paradox Engine,Aether Revolt,AER,7.12,1.18,16.01,6.66
10/17/2017,Paradox Engine,Aether Revolt,AER,0,1.19,0,6.66
10/18/2017,Paradox Engine,Aether Revolt,AER,0,1.24,0,6.66
10/19/2017,Paradox Engine,Aether Revolt,AER,7.21,1.26,15.47,6.66
10/20/2017,Paradox Engine,Aether Revolt,AER,7.28,1.24,15.74,6.66
10/21/2017,Paradox Engine,Aether Revolt,AER,7.28,1.24,16.01,6.66
10/22/2017,Paradox Engine,Aether Revolt,AER,7.26,1.24,16,6.66
10/23/2017,Paradox Engine,Aether Revolt,AER,7.24,1.21,16.01,6.66
10/24/2017,Paradox Engine,Aether Revolt,AER,7.34,1.21,15.81,6.66
10/25/2017,Paradox Engine,Aether Revolt,AER,7.33,1.24,15.81,6.66
10/26/2017,Paradox Engine,Aether Revolt,AER,7.38,1.29,15.81,6.66
10/27/2017,Paradox Engine,Aether Revolt,AER,7.39,1.26,15.17,6.66
10/28/2017,Paradox Engine,Aether Revolt,AER,7.41,1.58,14.99,6.66
10/29/2017,Paradox Engine,Aether Revolt,AER,7.41,1.7,14.99,6.66
10/30/2017,Paradox Engine,Aether Revolt,AER,7.41,1.34,15.08,6.66
10/31/2017,Paradox Engine,Aether Revolt,AER,7.48,1.31,15.2,6.66
11/1/2017,Paradox Engine,Aether Revolt,AER,7.42,1.32,15.19,6.66
11/2/2017,Paradox Engine,Aether Revolt,AER,7.43,1.35,15.17,6.66
11/3/2017,Paradox Engine,Aether Revolt,AER,7.41,1.44,14.87,6.66
11/4/2017,Paradox Engine,Aether Revolt,AER,7.49,1.39,15.24,6.66
11/5/2017,Paradox Engine,Aether Revolt,AER,7.39,1.38,15.24,6.87
11/6/2017,Paradox Engine,Aether Revolt,AER,7.32,1.36,15.24,6.87
11/7/2017,Paradox Engine,Aether Revolt,AER,7.46,1.37,15.08,6.87
11/8/2017,Paradox Engine,Aether Revolt,AER,7.53,1.38,16.13,6.87
11/9/2017,Paradox Engine,Aether Revolt,AER,7.53,0,15.59,0
11/10/2017,Paradox Engine,Aether Revolt,AER,7.53,1.38,16,6.87
11/11/2017,Paradox Engine,Aether Revolt,AER,7.78,1.4,16,6.87
11/12/2017,Paradox Engine,Aether Revolt,AER,7.53,1.41,16,6.87
11/13/2017,Paradox Engine,Aether Revolt,AER,7.78,1.4,15.99,6.87
11/14/2017,Paradox Engine,Aether Revolt,AER,7.52,1.33,15.17,6.87
11/15/2017,Paradox Engine,Aether Revolt,AER,7.62,1.3,15.17,6.87
11/16/2017,Paradox Engine,Aether Revolt,AER,7.71,1.33,15.17,6.87
11/17/2017,Paradox Engine,Aether Revolt,AER,7.71,1.22,15.17,6.87
11/18/2017,Paradox Engine,Aether Revolt,AER,7.8,1.18,15.53,6.87
11/19/2017,Paradox Engine,Aether Revolt,AER,7.94,1.19,15.53,6.87
11/20/2017,Paradox Engine,Aether Revolt,AER,7.92,1.08,15.49,6.87
11/21/2017,Paradox Engine,Aether Revolt,AER,7.83,1.02,15.17,6.87
11/22/2017,Paradox Engine,Aether Revolt,AER,7.77,1.02,15.08,6.87
11/23/2017,Paradox Engine,Aether Revolt,AER,7.73,0.97,14.99,6.87
11/24/2017,Paradox Engine,Aether Revolt,AER,7.97,0.97,14.99,6.87
11/25/2017,Paradox Engine,Aether Revolt,AER,7.99,0.98,14.99,6.87
11/26/2017,Paradox Engine,Aether Revolt,AER,7.99,0.98,15.08,6.87
11/27/2017,Paradox Engine,Aether Revolt,AER,8,0.98,14.99,6.87
